School name,Ofsted region,Region,Local authority,Parliamentary constituency,Postcode,Latitude,Longitude
Chesterfield Primary School,London,London,Enfield,Enfield North,EN3 6BG,51.66951,-0.03183
Bowes Primary School,London,London,Enfield,"Enfield, Southgate",N11 2HL,51.61373,-0.12559
Brimsdown Primary School,London,London,Enfield,Enfield North,EN3 7NA,51.65491,-0.03519
Timbercroft Primary School,London,London,Greenwich,Eltham,SE18 2SG,51.47679,0.0902
Brooklands Primary School,London,London,Greenwich,Eltham,SE3 9AB,51.46396,0.01914
Millennium Primary School,London,London,Greenwich,Greenwich and Woolwich,SE10 0BG,51.49324,0.01124
Queen's Manor School and Special Needs Unit,London,London,Hammersmith and Fulham,Chelsea and Fulham,SW6 6ND,51.47984,-0.22178
Fulham Primary School,London,London,Hammersmith and Fulham,Chelsea and Fulham,SW6 1JU,51.48353,-0.19797
Sulivan Primary School,London,London,Hammersmith and Fulham,Chelsea and Fulham,SW6 3BN,51.47229,-0.1994
Benhurst Primary School,London,London,Havering,Hornchurch and Upminster,RM12 4QS,51.55423,0.20523
The Bridge School,London,London,Islington,Islington South and Finsbury,N7 9LD,51.54957,-0.1256
Forest Gate Community School,London,London,Newham,West Ham,E7 9BB,51.54936,0.02215
Eleanor Smith School,London,London,Newham,West Ham,E13 9HN,51.52971,0.0251
Gainsborough Primary School,London,London,Newham,West Ham,E15 3AF,51.52463,0.00566
Kaizen Primary School,London,London,Newham,West Ham,E13 8LH,51.52218,0.02625
Clarendon School,London,London,Richmond upon Thames,Twickenham,TW2 7SL,51.45214,-0.34026
Strathmore School,London,London,Richmond upon Thames,Twickenham,TW1 4DQ,51.44796,-0.33526
Cheam Fields Primary Academy,London,London,Sutton,Sutton and Cheam,SM3 8PQ,51.36484,-0.21965
St Paul's Way Trust School,London,London,Tower Hamlets,Poplar and Limehouse,E3 4FT,51.51864,-0.02462
Selwyn Primary School ,London,London,Waltham Forest,Chingford and Woodford Green,E4 9NE,51.60622,-0.00787
Davies Lane Primary School,London,London,Waltham Forest,Leyton and Wanstead,E11 3DR,51.56447,0.01187
Norlington School and 6th Form,London,London,Waltham Forest,Leyton and Wanstead,E10 6JZ,51.56745,-0.00305
Tweeddale Primary School,London,London,Sutton,Carshalton and Wallington,SM5 1SW,51.38433,-0.17949
Hampton High,London,London,Richmond upon Thames,Twickenham,TW12 3HB,51.42902,-0.37401
Twickenham School,London,London,Richmond upon Thames,Twickenham,TW2 6JW,51.4443,-0.36323
Harris Primary Academy Orpington,London,London,Bromley,Orpington,BR5 4LZ,51.38038,0.11321
Harris Academy Orpington,London,London,Bromley,Orpington,BR5 4LG,51.37309,0.11401
Harris Academy Rainham,London,London,Havering,Dagenham and Rainham,RM13 9XD,51.51545,0.20488
Upland Primary School,London,London,Bexley,Bexleyheath and Crayford,DA7 4DG,51.46165,0.13696
Foxfield Primary School,London,London,Greenwich,Greenwich and Woolwich,SE18 7EX,51.48714,0.07599
Rockliffe Manor Primary School,London,London,Greenwich,Erith and Thamesmead,SE18 2NP,51.47938,0.09392
Woodhill Primary School,London,London,Greenwich,Greenwich and Woolwich,SE18 5JE,51.48913,0.04942
Willow Dene School,London,London,Greenwich,Eltham,SE18 2JD,51.47283,0.09102
South Rise Primary School,London,London,Greenwich,Greenwich and Woolwich,SE18 7PX,51.48617,0.08119
Halstow Primary School,London,London,Greenwich,Greenwich and Woolwich,SE10 0LD,51.48509,0.01517
Horn Park Primary School,London,London,Greenwich,Eltham,SE12 9BT,51.44413,0.02664
Deansfield Primary School,London,London,Greenwich,Eltham,SE9 1XP,51.46206,0.06194
Alderwood Primary School,London,London,Greenwich,Eltham,SE9 2JH,51.44636,0.08653
Winston Way Academy,London,London,Redbridge,Ilford South,IG1 2WS,51.55937,0.08131
Brookfield Primary Academy,London,London,Sutton,Sutton and Cheam,SM3 9LY,51.38077,-0.21535
Mulberry School for Girls,London,London,Tower Hamlets,Poplar and Limehouse,E1 2JP,51.5145,-0.06043
Ian Mikardo School,London,London,Tower Hamlets,Poplar and Limehouse,E3 3LF,51.52515,-0.01308
"City of London Academy, Highgate Hill",London,London,Islington,Islington North,N19 3EU,51.56797,-0.12941
The Bridge Satellite Provision,London,London,Islington,Islington South and Finsbury,N7 9LD,51.54957,-0.1256
Harris Academy Sutton,London,London,Sutton,Sutton and Cheam,SM2 5NF,51.34545,-0.19106
"City of London Academy, Shoreditch Park",London,London,Hackney,Hackney South and Shoreditch,E2 8QH,51.53336,-0.06548
James Dixon Primary School,London,London,Bromley,Lewisham West and Penge,SE20 8BW,51.41094,-0.06921
Meridian High School,London,London,Croydon,Croydon Central,CR0 0AH,51.33455,-0.00245
Kingsley Primary Academy,London,London,Croydon,Croydon North,CR0 3JT,51.38026,-0.11633
Oak Lodge School,London,London,Barnet,Finchley and Golders Green,N2 0QY,51.58967,-0.17745
Bedonwell Infant and Nursery School,London,London,Bexley,Erith and Thamesmead,DA17 5PF,51.47948,0.13413
Bedonwell Junior School,London,London,Bexley,Erith and Thamesmead,DA17 5PF,51.47948,0.13413
Barrington Primary School,London,London,Bexley,Bexleyheath and Crayford,DA7 4UN,51.46416,0.12704
The Royal Liberty School,London,London,Havering,Romford,RM2 6HJ,51.58553,0.21013
Tollgate Primary School,London,London,Newham,West Ham,E13 8SA,51.51972,0.0337
Cleves Primary School,London,London,Newham,East Ham,E6 1QP,51.53329,0.04311
Drew Primary School,London,London,Newham,East Ham,E16 2DP,51.50287,0.04705
Royal Greenwich Trust School,London,London,Greenwich,Greenwich and Woolwich,SE7 8LJ,51.49242,0.04431
Hornchurch High School,London,London,Havering,Romford,RM12 4AJ,51.55872,0.2006
St Margarets CofE Primary School,London,London,Barking and Dagenham,Barking,IG11 8AS,51.53557,0.07582
Shenstone School,London,London,Bexley,Bexleyheath and Crayford,DA1 4DZ,51.45395,0.172
Manor School,London,London,Brent,Hampstead and Kilburn,NW10 3NT,51.5362,-0.22054
St Peter's Primary School,London,London,Croydon,Croydon South,CR2 7AR,51.35952,-0.09003
The Lea Valley Academy,London,London,Enfield,Enfield North,EN3 6TW,51.67979,-0.04187
St Mary's Catholic Primary School,London,London,Greenwich,Eltham,SE9 1UF,51.45353,0.06399
Marshalls Park Academy,London,London,Havering,Romford,RM1 4EH,51.59018,0.18411
Gaynes School,London,London,Havering,Hornchurch and Upminster,RM14 3UX,51.54641,0.25226
Berkeley Academy,London,London,Hounslow,Feltham and Heston,TW5 9HQ,51.48408,-0.38833
Ranelagh Primary School,London,London,Newham,West Ham,E15 3DN,51.53167,0.00908
Ravenscroft Primary School,London,London,Newham,West Ham,E16 4BD,51.51979,0.02264
Kensington Primary School,London,London,Newham,East Ham,E12 6NN,51.54252,0.05718
Curwen Primary School,London,London,Newham,West Ham,E13 0AG,51.53023,0.02083
Stebon Primary School,London,London,Tower Hamlets,Poplar and Limehouse,E14 7AD,51.51678,-0.02587
Bygrove Primary School,London,London,Tower Hamlets,Poplar and Limehouse,E14 6DN,51.51251,-0.01818
St Mary's CofE Primary School,London,London,Waltham Forest,Walthamstow,E17 9HJ,51.58343,-0.00317
St Saviour's Church of England Primary School,London,London,Waltham Forest,Walthamstow,E17 8ER,51.57425,-0.03001
The James Cambell Primary School,London,London,Barking and Dagenham,Barking,RM9 6TD,51.5363,0.12997
Harris Primary Academy Beckenham Green,London,London,Bromley,Beckenham,BR3 5JG,51.40883,-0.02424
Rosendale Primary School,London,London,Lambeth,Dulwich and West Norwood,SE21 8LR,51.44535,-0.09879
The Elmgreen School,London,London,Lambeth,Dulwich and West Norwood,SE27 9BZ,51.43856,-0.10385
Park Hill Junior School,London,London,Croydon,Croydon Central,CR0 5NS,51.36876,-0.0893
Endeavour Academy Bexley,London,London,Bexley,Bexleyheath and Crayford,DA7 6LB,51.45525,0.16792
Aspire Academy Bexley,London,London,Bexley,Bexleyheath and Crayford,DA16 1JB,51.46113,0.12239
Horizons Academy Bexley,London,London,Bexley,Erith and Thamesmead,SE2 9TA,51.49463,0.12393
Eden Park High School,London,London,Bromley,Bromley and Chislehurst,BR2 9EH,51.39401,0.0207
William Byrd Primary Academy,London,London,Hillingdon,Hayes and Harlington,UB3 5EW,51.49064,-0.43657
The Totteridge Academy,London,London,Barnet,Chipping Barnet,N20 8AZ,51.63883,-0.20061
Green Street Green Primary School,London,London,Bromley,Orpington,BR6 6DT,51.35259,0.09352
The Green School for Boys,London,London,Hounslow,Brentford and Isleworth,TW7 6AU,51.47777,-0.32318
Britannia Village Primary School,London,London,Newham,East Ham,E16 2AW,51.50353,0.02583
Northwood Primary School,London,London,Bexley,Erith and Thamesmead,DA18 4HN,51.49297,0.1379
Rushy Meadow Primary Academy,London,London,Sutton,Carshalton and Wallington,SM5 2SG,51.37385,-0.17294
St Anthony's Roman Catholic Primary School,London,London,Bromley,Lewisham West and Penge,SE20 8ES,51.40998,-0.05904
Scargill Infant School,London,London,Havering,Dagenham and Rainham,RM13 7PL,51.53944,0.19305
Scargill Junior School,London,London,Havering,Dagenham and Rainham,RM13 7PL,51.53944,0.19305
Whybridge Junior School,London,London,Havering,Dagenham and Rainham,RM13 7AH,51.53262,0.18962
Belleville Wix Academy,London,London,Wandsworth,Battersea,SW4 0AJ,51.46386,-0.15142
Cypress Primary School,London,London,Croydon,Croydon North,SE25 4AU,51.40731,-0.082
Summerside Primary Academy,London,London,Barnet,Finchley and Golders Green,N12 0QU,51.60936,-0.16862
The Clara Grant Primary School,London,London,Tower Hamlets,Poplar and Limehouse,E3 4BU,51.52178,-0.01971
Stepney Green Mathematics and Computing College,London,London,Tower Hamlets,Bethnal Green and Bow,E1 4SD,51.51852,-0.04221
Bobby Moore Academy,London,London,Newham,West Ham,E20 2AE,51.53623,-0.01394
Kisharon School,London,London,Barnet,Finchley and Golders Green,NW11 7HB,51.57808,-0.19783
Mulberry UTC,London,London,Tower Hamlets,Bethnal Green and Bow,E3 2RU,51.53394,-0.02642
Oak Hill School,London,London,Barnet,Chipping Barnet,EN4 8XE,51.63521,-0.15677
East Lane Primary School,London,London,Brent,Brent North,HA0 3NT,51.56317,-0.31041
Sir Simon Milton Westminster University Technical College,London,London,Westminster,Cities of London and Westminster,SW1V 4LD,51.48898,-0.14679
Aragon Primary School,London,London,Merton,Mitcham and Morden,SM4 4QU,51.38918,-0.22137
Link Primary School,London,London,Sutton,Carshalton and Wallington,CR0 4PG,51.3678,-0.13006
Link Secondary School,London,London,Sutton,Carshalton and Wallington,CR0 4PD,51.36783,-0.12394
Newbridge School,London,London,Redbridge,Ilford South,RM6 4TR,51.57567,0.11922
Earlsmead Primary School,London,London,Harrow,Harrow West,HA2 8PW,51.55703,-0.37297
St Michael's East Wickham Church of England  Primary School,London,London,Bexley,Bexleyheath and Crayford,DA16 1LS,51.46935,0.12148
Glebe School,London,London,Bromley,Beckenham,BR4 9AE,51.37595,-0.00551
Duke's Aldridge,London,London,Haringey,Tottenham,N17 0PG,51.60491,-0.06333
All Saints Carshalton Church of England Primary School,London,London,Sutton,Carshalton and Wallington,SM5 3DW,51.36506,-0.15877
Clerkenwell Parochial CofE Primary School,London,London,Islington,Islington South and Finsbury,EC1R 1UN,51.52867,-0.11037
City of London Academy Highbury Grove,London,London,Islington,Islington North,N5 2EQ,51.549,-0.0978
St. Paul's (Slade Green) Church of England Primary School,London,London,Bexley,Bexleyheath and Crayford,DA8 2HX,51.4723,0.18612
The Alton School,London,London,Wandsworth,Putney,SW15 4PD,51.45275,-0.25348
West Drayton Academy,London,London,Hillingdon,Hayes and Harlington,UB7 9EA,51.50524,-0.46648
Farnham Green Primary School,London,London,Redbridge,Ilford South,IG3 8UY,51.57217,0.10822
Ray Lodge Primary School,London,London,Redbridge,Ilford North,IG8 7JQ,51.60707,0.04379
Griffin Primary School,London,London,Wandsworth,Battersea,SW8 4JB,51.47424,-0.13838
Jubilee Primary School,London,London,Bexley,Erith and Thamesmead,SE28 8JB,51.50481,0.12157
Blenheim Primary School,London,London,Bromley,Orpington,BR6 9BH,51.37283,0.11619
Rosetta Primary School,London,London,Newham,West Ham,E16 3PB,51.51542,0.02728
Earlham Primary School,London,London,Newham,West Ham,E7 9AW,51.54711,0.01649
George Mitchell School,London,London,Waltham Forest,Leyton and Wanstead,E10 5DN,51.56819,-0.01329
Harrow Lodge Primary School,London,London,Havering,Romford,RM12 4BP,51.56174,0.19247
The Cumberland School,London,London,Newham,West Ham,E13 8SJ,51.52052,0.03301
Park Academy West London,London,London,Hillingdon,Uxbridge and South Ruislip,UB8 3GA,51.51883,-0.46084
Nelson Primary School,London,London,Richmond upon Thames,Twickenham,TW2 7BU,51.45314,-0.3597
Harris Academy St John's Wood,London,London,Westminster,Westminster North,NW8 0NL,51.53783,-0.17668
Goose Green Primary and Nursery School,London,London,Southwark,Dulwich and West Norwood,SE22 8HG,51.46148,-0.077
Castle Hill Academy,London,London,Croydon,Croydon Central,CR0 0RJ,51.35463,-0.01697
Harris Garrard Academy,London,London,Bexley,Erith and Thamesmead,DA18 4DW,51.49637,0.13319
Avanti House Primary School,London,London,Harrow,Harrow East,HA7 3JB,51.62804,-0.33789
Carterhatch Junior School,London,London,Enfield,Enfield North,EN1 4JY,51.66125,-0.05673
Churchfields Primary School,London,London,Bromley,Lewisham West and Penge,BR3 4QY,51.40559,-0.04656
Grange Park Primary School,London,London,Enfield,Enfield North,N21 1PP,51.6472,-0.10871
Gravel Hill Primary School,London,London,Bexley,Bexleyheath and Crayford,DA6 7QJ,51.45473,0.15438
Greenacres Primary School and Language Impairment Unit,London,London,Greenwich,Eltham,SE9 3JN,51.43293,0.05736
Nightingale Primary School,London,London,Greenwich,Greenwich and Woolwich,SE18 7JJ,51.48395,0.07111
Fern House School,London,London,Enfield,Enfield North,EN3 6NY,51.67432,-0.0424
Monega Primary School,London,London,Newham,East Ham,E12 6TT,51.54517,0.04233
Chesterton Primary School,London,London,Wandsworth,Battersea,SW11 5DT,51.47363,-0.15664
Bacon's College,London,London,Southwark,Bermondsey and Old Southwark,SE16 6AT,51.50236,-0.0423
The Halley Academy,London,London,Greenwich,Eltham,SE3 8EP,51.46898,0.04129
Dormers Wells High School,London,London,Ealing,"Ealing, Southall",UB1 3HZ,51.51923,-0.36623
Elmhurst Primary School,London,London,Newham,West Ham,E7 8JY,51.53997,0.03117
Hallsville Primary School,London,London,Newham,West Ham,E16 1LN,51.51248,0.01683
Nelson Primary School,London,London,Newham,East Ham,E6 2SE,51.5331,0.06116
Scott Wilkie Primary School,London,London,Newham,West Ham,E16 3HD,51.51205,0.03749
Vicarage Primary School,London,London,Newham,East Ham,E6 6AD,51.52681,0.06071
New City Primary School,London,London,Newham,West Ham,E13 9NE,51.52477,0.03801
Gallions Primary School,London,London,Newham,East Ham,E6 6WG,51.51258,0.068
Stanley Park Infants School,London,London,Sutton,Carshalton and Wallington,SM5 3JL,51.35486,-0.16396
Dormers Wells Junior School,London,London,Ealing,"Ealing, Southall",UB1 3HX,51.51423,-0.36423
Royal Docks Academy,London,London,Newham,West Ham,E16 3HS,51.51099,0.03499
Southville Primary School,London,London,Hounslow,Feltham and Heston,TW14 9NP,51.4505,-0.42119
Cheam Common Infants' Academy,London,London,Sutton,Sutton and Cheam,KT4 8SS,51.37608,-0.23858
Manor Park Primary Academy,London,London,Sutton,Sutton and Cheam,SM1 4AW,51.36399,-0.1882
Churchfield Primary School,London,London,Enfield,Edmonton,N9 9PL,51.63022,-0.0665
Beckmead School,London,London,Croydon,Croydon Central,BR3 3BZ,51.37871,-0.0273
Lubavitch House School (Senior Girls),London,London,Hackney,Hackney North and Stoke Newington,N16 5RP,51.57223,-0.07329
Lubavitch Girls Primary School,London,London,Hackney,Hackney North and Stoke Newington,N16 5RP,51.57223,-0.07329
"Christ Church, Streatham Church of England Primary School",London,London,Lambeth,Streatham,SW2 3NF,51.44537,-0.12171
St Leonard's Church of England Primary School,London,London,Lambeth,Streatham,SW16 6NP,51.42688,-0.13619
St Luke's Church of England Primary School,London,London,Lambeth,Dulwich and West Norwood,SE27 0DZ,51.42712,-0.10125
St George's CofE Primary School,London,London,Lewisham,Lewisham West and Penge,SE23 2NE,51.43939,-0.05191
Shaftesbury Primary School,London,London,Newham,East Ham,E7 8PF,51.53982,0.03767
Lammas School and Sixth Form,London,London,Waltham Forest,Walthamstow,E10 7LX,51.56598,-0.02563
Linden Lodge School,London,London,Wandsworth,Putney,SW19 6JB,51.44371,-0.21308
Braintcroft E-Act Primary Academy,London,London,Brent,Brent Central,NW2 7LL,51.56454,-0.24471
Ada Lovelace Church of England High School,London,London,Ealing,Ealing North,UB6 8PR,51.53751,-0.34826
Lubavitch Junior Boys,London,London,Hackney,Hackney North and Stoke Newington,E5 9AE,51.57278,-0.07132
Hungerford School,London,London,Islington,Islington South and Finsbury,N7 9LF,51.54869,-0.12659
Wallington Primary Academy,London,London,Sutton,Carshalton and Wallington,SM6 9JN,51.35245,-0.13071
Archbishop Tenison's School,London,London,Lambeth,Vauxhall,SE11 5SR,51.48249,-0.11602
Harris Academy Wimbledon,London,London,Merton,Wimbledon,SW20 9NS,51.40625,-0.21514
Bolder Academy,London,London,Hounslow,Brentford and Isleworth,TW7 5AJ,51.47685,-0.33024
Bullers Wood School for Boys,London,London,Bromley,Bromley and Chislehurst,BR2 0TB,51.39876,0.01736
Coombe Wood School,London,London,Croydon,Croydon South,CR2 7HY,51.36223,-0.0782
John Keats Primary School,London,London,Southwark,Camberwell and Peckham,SE16 3FN,51.48553,-0.06424
Leigh Academy Blackheath,London,London,Greenwich,Eltham,SE3 8SY,51.47596,0.02744
The Grove,London,London,Haringey,Hornsey and Wood Green,N22 7ST,51.59763,-0.11929
Saracens High School,London,London,Barnet,Hendon,NW9 5FN,51.60091,-0.25039
St Edward's Church of England Academy,London,London,Havering,Romford,RM7 9NX,51.57268,0.15431
Delta Primary School,London,London,Enfield,Edmonton,N9 8PT,51.63391,-0.04455
Eastfield Primary School,London,London,Enfield,Enfield North,EN3 5UX,51.66617,-0.04058
Barrow Hedges Primary School,London,London,Sutton,Carshalton and Wallington,SM5 4LA,51.3522,-0.17633
Alma Primary School,London,London,Enfield,Edmonton,EN3 4UQ,51.64542,-0.03516
Worcesters Primary School,London,London,Enfield,Enfield North,EN1 4UF,51.66763,-0.06423
Keys Meadow Primary School,London,London,Enfield,Enfield North,EN3 6FB,51.67538,-0.02712
